id	code	name	cat	grp	subgrp	unit	material_form	density_kg_m3	section_area_mm2	material	grade	thickness	width	len	depth	area_field
570653	RM00327	ISA 100 x 75 x 8 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1336.000	MS	E350 BO	8.000000	75.000000	11000.000000	100.000000	1336.000000
570737	RM00328	ISA 110 x 110 x 10 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2100.000	MS	E350 BO	10.000000	110.000000	11000.000000	110.000000	2100.000000
570764	RM00329	ISA 125 x 75 x 8 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1536.000	MS	E350 BO	8.000000	75.000000	11000.000000	125.000000	1536.000000
570765	RM00330	ISA 125 x 95 x 10 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2100.000	MS	E350 BO	10.000000	95.000000	11000.000000	125.000000	2100.000000
570900	RM00331	ISA 150 x 115 x 10 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2550.000	MS	E350 BO	10.000000	115.000000	11000.000000	150.000000	2550.000000
570901	RM00332	ISA 150 x 75 x 10 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2150.000	MS	E350 BO	10.000000	75.000000	11000.000000	150.000000	2150.000000
570065	RM00333	ISA 20 x 20 x 3 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	111.000	MS	E350 BO	3.000000	20.000000	11000.000000	20.000000	111.000000
571042	RM00334	ISA 200 x 100 x 10 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2900.000	MS	E350 BO	10.000000	100.000000	11000.000000	200.000000	2900.000000
571043	RM00335	ISA 200 x 150 x 12 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	4056.000	MS	E350 BO	12.000000	150.000000	11000.000000	200.000000	4056.000000
571044	RM00336	ISA 200 x 200 x 15 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	5775.000	MS	E350 BO	15.000000	200.000000	11000.000000	200.000000	5775.000000
571045	RM00337	ISA 200 x 200 x 18 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	6876.000	MS	E350 BO	18.000000	200.000000	11000.000000	200.000000	6876.000000
570089	RM00338	ISA 25 x 25 x 3 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	141.000	MS	E350 BO	3.000000	25.000000	11000.000000	25.000000	141.000000
570116	RM00339	ISA 30 x 20 x 3 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	141.000	MS	E350 BO	3.000000	20.000000	11000.000000	30.000000	141.000000
570117	RM00340	ISA 30 x 30 x 3 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	171.000	MS	E350 BO	3.000000	30.000000	11000.000000	30.000000	171.000000
570161	RM00341	ISA 35 x 35 x 5 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	325.000	MS	E350 BO	5.000000	35.000000	11000.000000	35.000000	325.000000
570188	RM00342	ISA 40 x 25 x 4 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	244.000	MS	E350 BO	4.000000	25.000000	11000.000000	40.000000	244.000000
570189	RM00343	ISA 40 x 40 x 5 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	375.000	MS	E350 BO	5.000000	40.000000	11000.000000	40.000000	375.000000
570233	RM00344	ISA 45 x 30 x 4 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	284.000	MS	E350 BO	4.000000	30.000000	11000.000000	45.000000	284.000000
570260	RM00345	ISA 50 x 30 x 5 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	375.000	MS	E350 BO	5.000000	30.000000	11000.000000	50.000000	375.000000
570261	RM00346	ISA 50 x 50 x 6 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	564.000	MS	E350 BO	6.000000	50.000000	11000.000000	50.000000	564.000000
570308	RM00347	ISA 60 x 40 x 5 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	475.000	MS	E350 BO	5.000000	40.000000	11000.000000	60.000000	475.000000
570309	RM00348	ISA 60 x 60 x 6 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	684.000	MS	E350 BO	6.000000	60.000000	11000.000000	60.000000	684.000000
570356	RM00349	ISA 65 x 45 x 5 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	525.000	MS	E350 BO	5.000000	45.000000	11000.000000	65.000000	525.000000
570357	RM00350	ISA 65 x 65 x 6 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	744.000	MS	E350 BO	6.000000	65.000000	11000.000000	65.000000	744.000000
570401	RM00351	ISA 70 x 45 x 6 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	654.000	MS	E350 BO	6.000000	45.000000	11000.000000	70.000000	654.000000
570436	RM00352	ISA 75 x 50 x 6 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	714.000	MS	E350 BO	6.000000	50.000000	11000.000000	75.000000	714.000000
570437	RM00353	ISA 75 x 75 x 6 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	864.000	MS	E350 BO	6.000000	75.000000	11000.000000	75.000000	864.000000
570524	RM00354	ISA 80 x 50 x 6 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	744.000	MS	E350 BO	6.000000	50.000000	11000.000000	80.000000	744.000000
570525	RM00355	ISA 80 x 80 x 8 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1216.000	MS	E350 BO	8.000000	80.000000	11000.000000	80.000000	1216.000000
570575	RM00356	ISA 90 x 60 x 6 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	864.000	MS	E350 BO	6.000000	60.000000	11000.000000	90.000000	864.000000
570576	RM00357	ISA 90 x 60 x 8 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1136.000	MS	E350 BO	8.000000	60.000000	11000.000000	90.000000	1136.000000
570577	RM00358	ISA 90 x 90 x 8 x 11000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1376.000	MS	E350 BO	8.000000	90.000000	11000.000000	90.000000	1376.000000
570654	RM00359	ISA 100 x 100 x 12 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2256.000	MS	E350 BO	12.000000	100.000000	11500.000000	100.000000	2256.000000
570818	RM00360	ISA 130 x 130 x 12 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2976.000	MS	E350 BO	12.000000	130.000000	11500.000000	130.000000	2976.000000
571046	RM00361	ISA 200 x 200 x 12 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	4656.000	MS	E350 BO	12.000000	200.000000	11500.000000	200.000000	4656.000000
570819	RM00362	ISA 130 x 130 x 10 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2500.000	MS	E350 BO	10.000000	130.000000	11500.000000	130.000000	2500.000000
570820	RM00363	ISA 130 x 130 x 15 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	3675.000	MS	E350 BO	15.000000	130.000000	11500.000000	130.000000	3675.000000
571047	RM00364	ISA 200 x 200 x 25 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	9375.000	MS	E350 BO	25.000000	200.000000	11500.000000	200.000000	9375.000000
570902	RM00365	ISA 150 x 150 x 12 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	3456.000	MS	E350 BO	12.000000	150.000000	11500.000000	150.000000	3456.000000
570438	RM00366	ISA 75 x 75 x 10 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1400.000	MS	E350 BO	10.000000	75.000000	11500.000000	75.000000	1400.000000
570655	RM00367	ISA 100 x 100 x 10 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1900.000	MS	E350 BO	10.000000	100.000000	11500.000000	100.000000	1900.000000
570903	RM00368	ISA 150 x 150 x 10 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2900.000	MS	E350 BO	10.000000	150.000000	11500.000000	150.000000	2900.000000
570904	RM00369	ISA 150 x 150 x 15 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	4275.000	MS	E350 BO	15.000000	150.000000	11500.000000	150.000000	4275.000000
570905	RM00370	ISA 150 x 150 x 16 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	4544.000	MS	E350 BO	16.000000	150.000000	11500.000000	150.000000	4544.000000
570439	RM00371	ISA 75 x 75 x 8 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1136.000	MS	E350 BO	8.000000	75.000000	11500.000000	75.000000	1136.000000
570656	RM00372	ISA 100 x 65 x 8 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1256.000	MS	E350 BO	8.000000	65.000000	11500.000000	100.000000	1256.000000
570657	RM00373	ISA 100 x 75 x 8 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1336.000	MS	E350 BO	8.000000	75.000000	11500.000000	100.000000	1336.000000
570738	RM00374	ISA 110 x 110 x 10 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2100.000	MS	E350 BO	10.000000	110.000000	11500.000000	110.000000	2100.000000
570766	RM00375	ISA 125 x 75 x 8 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1536.000	MS	E350 BO	8.000000	75.000000	11500.000000	125.000000	1536.000000
570767	RM00376	ISA 125 x 95 x 10 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2100.000	MS	E350 BO	10.000000	95.000000	11500.000000	125.000000	2100.000000
570906	RM00377	ISA 150 x 115 x 10 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2550.000	MS	E350 BO	10.000000	115.000000	11500.000000	150.000000	2550.000000
570907	RM00378	ISA 150 x 75 x 10 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2150.000	MS	E350 BO	10.000000	75.000000	11500.000000	150.000000	2150.000000
570066	RM00379	ISA 20 x 20 x 3 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	111.000	MS	E350 BO	3.000000	20.000000	11500.000000	20.000000	111.000000
571048	RM00380	ISA 200 x 100 x 10 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2900.000	MS	E350 BO	10.000000	100.000000	11500.000000	200.000000	2900.000000
571049	RM00381	ISA 200 x 150 x 12 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	4056.000	MS	E350 BO	12.000000	150.000000	11500.000000	200.000000	4056.000000
571050	RM00382	ISA 200 x 200 x 15 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	5775.000	MS	E350 BO	15.000000	200.000000	11500.000000	200.000000	5775.000000
571051	RM00383	ISA 200 x 200 x 18 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	6876.000	MS	E350 BO	18.000000	200.000000	11500.000000	200.000000	6876.000000
570090	RM00384	ISA 25 x 25 x 3 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	141.000	MS	E350 BO	3.000000	25.000000	11500.000000	25.000000	141.000000
570118	RM00385	ISA 30 x 20 x 3 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	141.000	MS	E350 BO	3.000000	20.000000	11500.000000	30.000000	141.000000
570119	RM00386	ISA 30 x 30 x 3 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	171.000	MS	E350 BO	3.000000	30.000000	11500.000000	30.000000	171.000000
570162	RM00387	ISA 35 x 35 x 5 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	325.000	MS	E350 BO	5.000000	35.000000	11500.000000	35.000000	325.000000
570190	RM00388	ISA 40 x 25 x 4 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	244.000	MS	E350 BO	4.000000	25.000000	11500.000000	40.000000	244.000000
570191	RM00389	ISA 40 x 40 x 5 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	375.000	MS	E350 BO	5.000000	40.000000	11500.000000	40.000000	375.000000
570234	RM00390	ISA 45 x 30 x 4 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	284.000	MS	E350 BO	4.000000	30.000000	11500.000000	45.000000	284.000000
570262	RM00391	ISA 50 x 30 x 5 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	375.000	MS	E350 BO	5.000000	30.000000	11500.000000	50.000000	375.000000
570263	RM00392	ISA 50 x 50 x 6 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	564.000	MS	E350 BO	6.000000	50.000000	11500.000000	50.000000	564.000000
570310	RM00393	ISA 60 x 40 x 5 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	475.000	MS	E350 BO	5.000000	40.000000	11500.000000	60.000000	475.000000
570311	RM00394	ISA 60 x 60 x 6 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	684.000	MS	E350 BO	6.000000	60.000000	11500.000000	60.000000	684.000000
570358	RM00395	ISA 65 x 45 x 5 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	525.000	MS	E350 BO	5.000000	45.000000	11500.000000	65.000000	525.000000
570359	RM00396	ISA 65 x 65 x 6 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	744.000	MS	E350 BO	6.000000	65.000000	11500.000000	65.000000	744.000000
570402	RM00397	ISA 70 x 45 x 6 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	654.000	MS	E350 BO	6.000000	45.000000	11500.000000	70.000000	654.000000
570440	RM00398	ISA 75 x 50 x 6 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	714.000	MS	E350 BO	6.000000	50.000000	11500.000000	75.000000	714.000000
570441	RM00399	ISA 75 x 75 x 6 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	864.000	MS	E350 BO	6.000000	75.000000	11500.000000	75.000000	864.000000
570526	RM00400	ISA 80 x 50 x 6 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	744.000	MS	E350 BO	6.000000	50.000000	11500.000000	80.000000	744.000000
570527	RM00401	ISA 80 x 80 x 8 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1216.000	MS	E350 BO	8.000000	80.000000	11500.000000	80.000000	1216.000000
570578	RM00402	ISA 90 x 60 x 6 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	864.000	MS	E350 BO	6.000000	60.000000	11500.000000	90.000000	864.000000
570579	RM00403	ISA 90 x 60 x 8 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1136.000	MS	E350 BO	8.000000	60.000000	11500.000000	90.000000	1136.000000
570580	RM00404	ISA 90 x 90 x 8 x 11500 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1376.000	MS	E350 BO	8.000000	90.000000	11500.000000	90.000000	1376.000000
570658	RM00405	ISA 100 x 100 x 12 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2256.000	MS	E350 BO	12.000000	100.000000	12000.000000	100.000000	2256.000000
570821	RM00406	ISA 130 x 130 x 12 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2976.000	MS	E350 BO	12.000000	130.000000	12000.000000	130.000000	2976.000000
571052	RM00407	ISA 200 x 200 x 12 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	4656.000	MS	E350 BO	12.000000	200.000000	12000.000000	200.000000	4656.000000
570822	RM00408	ISA 130 x 130 x 10 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2500.000	MS	E350 BO	10.000000	130.000000	12000.000000	130.000000	2500.000000
570823	RM00409	ISA 130 x 130 x 15 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	3675.000	MS	E350 BO	15.000000	130.000000	12000.000000	130.000000	3675.000000
571053	RM00410	ISA 200 x 200 x 25 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	9375.000	MS	E350 BO	25.000000	200.000000	12000.000000	200.000000	9375.000000
570908	RM00411	ISA 150 x 150 x 12 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	3456.000	MS	E350 BO	12.000000	150.000000	12000.000000	150.000000	3456.000000
570442	RM00412	ISA 75 x 75 x 10 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1400.000	MS	E350 BO	10.000000	75.000000	12000.000000	75.000000	1400.000000
570659	RM00413	ISA 100 x 100 x 10 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1900.000	MS	E350 BO	10.000000	100.000000	12000.000000	100.000000	1900.000000
570909	RM00414	ISA 150 x 150 x 10 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2900.000	MS	E350 BO	10.000000	150.000000	12000.000000	150.000000	2900.000000
570910	RM00415	ISA 150 x 150 x 15 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	4275.000	MS	E350 BO	15.000000	150.000000	12000.000000	150.000000	4275.000000
570911	RM00416	ISA 150 x 150 x 16 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	4544.000	MS	E350 BO	16.000000	150.000000	12000.000000	150.000000	4544.000000
570443	RM00417	ISA 75 x 75 x 8 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1136.000	MS	E350 BO	8.000000	75.000000	12000.000000	75.000000	1136.000000
570660	RM00418	ISA 100 x 65 x 8 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1256.000	MS	E350 BO	8.000000	65.000000	12000.000000	100.000000	1256.000000
570661	RM00419	ISA 100 x 75 x 8 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1336.000	MS	E350 BO	8.000000	75.000000	12000.000000	100.000000	1336.000000
570739	RM00420	ISA 110 x 110 x 10 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2100.000	MS	E350 BO	10.000000	110.000000	12000.000000	110.000000	2100.000000
570768	RM00421	ISA 125 x 75 x 8 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1536.000	MS	E350 BO	8.000000	75.000000	12000.000000	125.000000	1536.000000
570769	RM00422	ISA 125 x 95 x 10 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2100.000	MS	E350 BO	10.000000	95.000000	12000.000000	125.000000	2100.000000
570912	RM00423	ISA 150 x 115 x 10 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2550.000	MS	E350 BO	10.000000	115.000000	12000.000000	150.000000	2550.000000
570913	RM00424	ISA 150 x 75 x 10 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2150.000	MS	E350 BO	10.000000	75.000000	12000.000000	150.000000	2150.000000
570067	RM00425	ISA 20 x 20 x 3 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	111.000	MS	E350 BO	3.000000	20.000000	12000.000000	20.000000	111.000000
571054	RM00426	ISA 200 x 100 x 10 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	2900.000	MS	E350 BO	10.000000	100.000000	12000.000000	200.000000	2900.000000
571055	RM00427	ISA 200 x 150 x 12 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	4056.000	MS	E350 BO	12.000000	150.000000	12000.000000	200.000000	4056.000000
571056	RM00428	ISA 200 x 200 x 15 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	5775.000	MS	E350 BO	15.000000	200.000000	12000.000000	200.000000	5775.000000
571057	RM00429	ISA 200 x 200 x 18 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	6876.000	MS	E350 BO	18.000000	200.000000	12000.000000	200.000000	6876.000000
570091	RM00430	ISA 25 x 25 x 3 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	141.000	MS	E350 BO	3.000000	25.000000	12000.000000	25.000000	141.000000
570120	RM00431	ISA 30 x 20 x 3 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	141.000	MS	E350 BO	3.000000	20.000000	12000.000000	30.000000	141.000000
570121	RM00432	ISA 30 x 30 x 3 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	171.000	MS	E350 BO	3.000000	30.000000	12000.000000	30.000000	171.000000
570163	RM00433	ISA 35 x 35 x 5 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	325.000	MS	E350 BO	5.000000	35.000000	12000.000000	35.000000	325.000000
570192	RM00434	ISA 40 x 25 x 4 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	244.000	MS	E350 BO	4.000000	25.000000	12000.000000	40.000000	244.000000
570193	RM00435	ISA 40 x 40 x 5 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	375.000	MS	E350 BO	5.000000	40.000000	12000.000000	40.000000	375.000000
570235	RM00436	ISA 45 x 30 x 4 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	284.000	MS	E350 BO	4.000000	30.000000	12000.000000	45.000000	284.000000
570264	RM00437	ISA 50 x 30 x 5 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	375.000	MS	E350 BO	5.000000	30.000000	12000.000000	50.000000	375.000000
570265	RM00438	ISA 50 x 50 x 6 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	564.000	MS	E350 BO	6.000000	50.000000	12000.000000	50.000000	564.000000
570312	RM00439	ISA 60 x 40 x 5 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	475.000	MS	E350 BO	5.000000	40.000000	12000.000000	60.000000	475.000000
570313	RM00440	ISA 60 x 60 x 6 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	684.000	MS	E350 BO	6.000000	60.000000	12000.000000	60.000000	684.000000
570360	RM00441	ISA 65 x 45 x 5 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	525.000	MS	E350 BO	5.000000	45.000000	12000.000000	65.000000	525.000000
570361	RM00442	ISA 65 x 65 x 6 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	744.000	MS	E350 BO	6.000000	65.000000	12000.000000	65.000000	744.000000
570403	RM00443	ISA 70 x 45 x 6 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	654.000	MS	E350 BO	6.000000	45.000000	12000.000000	70.000000	654.000000
570444	RM00444	ISA 75 x 50 x 6 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	714.000	MS	E350 BO	6.000000	50.000000	12000.000000	75.000000	714.000000
570445	RM00445	ISA 75 x 75 x 6 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	864.000	MS	E350 BO	6.000000	75.000000	12000.000000	75.000000	864.000000
570528	RM00446	ISA 80 x 50 x 6 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	744.000	MS	E350 BO	6.000000	50.000000	12000.000000	80.000000	744.000000
570529	RM00447	ISA 80 x 80 x 8 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1216.000	MS	E350 BO	8.000000	80.000000	12000.000000	80.000000	1216.000000
570581	RM00448	ISA 90 x 60 x 6 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	864.000	MS	E350 BO	6.000000	60.000000	12000.000000	90.000000	864.000000
570582	RM00449	ISA 90 x 60 x 8 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1136.000	MS	E350 BO	8.000000	60.000000	12000.000000	90.000000	1136.000000
570583	RM00450	ISA 90 x 90 x 8 x 12000 E350 BO	rm	angl	MSE350BO	nos	section	7850.000	1376.000	MS	E350 BO	8.000000	90.000000	12000.000000	90.000000	1376.000000
570662	RM00451	ISA 100 x 100 x 12 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	2256.000	MS	E250 BO	12.000000	100.000000	6000.000000	100.000000	2256.000000
570824	RM00452	ISA 130 x 130 x 12 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	2976.000	MS	E250 BO	12.000000	130.000000	6000.000000	130.000000	2976.000000
571058	RM00453	ISA 200 x 200 x 12 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	4656.000	MS	E250 BO	12.000000	200.000000	6000.000000	200.000000	4656.000000
570825	RM00454	ISA 130 x 130 x 10 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	2500.000	MS	E250 BO	10.000000	130.000000	6000.000000	130.000000	2500.000000
570826	RM00455	ISA 130 x 130 x 15 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	3675.000	MS	E250 BO	15.000000	130.000000	6000.000000	130.000000	3675.000000
571059	RM00456	ISA 200 x 200 x 25 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	9375.000	MS	E250 BO	25.000000	200.000000	6000.000000	200.000000	9375.000000
570914	RM00457	ISA 150 x 150 x 12 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	3456.000	MS	E250 BO	12.000000	150.000000	6000.000000	150.000000	3456.000000
570446	RM00458	ISA 75 x 75 x 10 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	1400.000	MS	E250 BO	10.000000	75.000000	6000.000000	75.000000	1400.000000
570663	RM00459	ISA 100 x 100 x 10 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	1900.000	MS	E250 BO	10.000000	100.000000	6000.000000	100.000000	1900.000000
570915	RM00460	ISA 150 x 150 x 10 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	2900.000	MS	E250 BO	10.000000	150.000000	6000.000000	150.000000	2900.000000
570916	RM00461	ISA 150 x 150 x 15 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	4275.000	MS	E250 BO	15.000000	150.000000	6000.000000	150.000000	4275.000000
570917	RM00462	ISA 150 x 150 x 16 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	4544.000	MS	E250 BO	16.000000	150.000000	6000.000000	150.000000	4544.000000
570447	RM00463	ISA 75 x 75 x 8 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	1136.000	MS	E250 BO	8.000000	75.000000	6000.000000	75.000000	1136.000000
570664	RM00464	ISA 100 x 65 x 8 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	1256.000	MS	E250 BO	8.000000	65.000000	6000.000000	100.000000	1256.000000
570665	RM00465	ISA 100 x 75 x 8 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	1336.000	MS	E250 BO	8.000000	75.000000	6000.000000	100.000000	1336.000000
570740	RM00466	ISA 110 x 110 x 10 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	2100.000	MS	E250 BO	10.000000	110.000000	6000.000000	110.000000	2100.000000
570770	RM00467	ISA 125 x 75 x 8 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	1536.000	MS	E250 BO	8.000000	75.000000	6000.000000	125.000000	1536.000000
570771	RM00468	ISA 125 x 95 x 10 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	2100.000	MS	E250 BO	10.000000	95.000000	6000.000000	125.000000	2100.000000
570918	RM00469	ISA 150 x 115 x 10 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	2550.000	MS	E250 BO	10.000000	115.000000	6000.000000	150.000000	2550.000000
570919	RM00470	ISA 150 x 75 x 10 x 6000 E250 BO	rm	angl	MSE250BO	nos	section	7850.000	2150.000	MS	E250 BO	10.000000	75.000000	6000.000000	150.000000	2150.000000
