id	code	name	cat	grp	subgrp	unit	material_form	density_kg_m3	section_area_mm2	material	grade	thickness	width	len	depth	area_field
1230063	26RM01511	Stud	rm	STUD	NULL	PC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
540062	RM00001	MS Plate 6 x 1500 x 6000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	6.000000	1500.000000	6000.000000	NULL	NULL
540063	RM00002	MS Plate 9 x 1500 x 6000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	9.000000	1500.000000	6000.000000	NULL	NULL
540064	RM00003	MS Plate 10 x 1000 x 1500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	10.000000	1000.000000	1500.000000	NULL	NULL
540065	RM00004	MS Plate 10 x 1500 x 1500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	10.000000	1500.000000	1500.000000	NULL	NULL
540066	RM00005	MS Plate 11 x 2000 x 6000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	11.000000	2000.000000	6000.000000	NULL	NULL
540067	RM00006	MS Plate 12 x 2300 x 2500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	12.000000	2300.000000	2500.000000	NULL	NULL
540068	RM00007	MS Plate 12 x 2600 x 10500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	12.000000	2600.000000	10500.000000	NULL	NULL
540069	RM00008	MS Plate 12 x 2500 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	12.000000	2500.000000	12000.000000	NULL	NULL
540070	RM00009	MS Plate 12 x 2600 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	12.000000	2600.000000	12000.000000	NULL	NULL
540071	RM00010	MS Plate 12 x 2500 x 12000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	12.000000	2500.000000	12000.000000	NULL	NULL
540072	RM00011	MS Plate 12 x 2000 x 12000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	12.000000	2000.000000	12000.000000	NULL	NULL
540073	RM00012	MS Plate 12 x 2300 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	12.000000	2300.000000	12000.000000	NULL	NULL
540074	RM00013	MS Plate 12 x 2000 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	12.000000	2000.000000	12000.000000	NULL	NULL
540075	RM00014	MS Plate 12 x 2500 x 12000 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	12.000000	2500.000000	12000.000000	NULL	NULL
540076	RM00015	MS Plate 12 x 2500 x 12100 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	12.000000	2500.000000	12100.000000	NULL	NULL
540077	RM00016	MS Plate 14 x 2000 x 6000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	14.000000	2000.000000	6000.000000	NULL	NULL
540078	RM00017	MS Plate 16 x 2000 x 6300 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	16.000000	2000.000000	6300.000000	NULL	NULL
540079	RM00018	MS Plate 16 x 2300 x 6500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	16.000000	2300.000000	6500.000000	NULL	NULL
540080	RM00019	MS Plate 16 x 2000 x 8000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	16.000000	2000.000000	8000.000000	NULL	NULL
540081	RM00020	MS Plate 16 x 2350 x 9000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	16.000000	2350.000000	9000.000000	NULL	NULL
540082	RM00021	MS Plate 16 x 2500 x 9000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	16.000000	2500.000000	9000.000000	NULL	NULL
540083	RM00022	MS Plate 16 x 2300 x 10000 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	16.000000	2300.000000	10000.000000	NULL	NULL
540084	RM00023	MS Plate 16 x 2500 x 10250 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	16.000000	2500.000000	10250.000000	NULL	NULL
540085	RM00024	MS Plate 16 x 2350 x 10500 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	16.000000	2350.000000	10500.000000	NULL	NULL
540086	RM00025	MS Plate 16 x 2300 x 10500 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	16.000000	2300.000000	10500.000000	NULL	NULL
540087	RM00026	MS Plate 16 x 2500 x 11000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	16.000000	2500.000000	11000.000000	NULL	NULL
540088	RM00027	MS Plate 16 x 2300 x 11000 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	16.000000	2300.000000	11000.000000	NULL	NULL
540089	RM00028	MS Plate 16 x 2300 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	16.000000	2300.000000	12000.000000	NULL	NULL
540090	RM00029	MS Plate 16 x 2000 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	16.000000	2000.000000	12000.000000	NULL	NULL
540091	RM00030	MS Plate 16 x 2500 x 12000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	16.000000	2500.000000	12000.000000	NULL	NULL
540092	RM00031	MS Plate 16 x 1500 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	16.000000	1500.000000	12000.000000	NULL	NULL
540093	RM00032	MS Plate 16 x 2500 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	16.000000	2500.000000	12000.000000	NULL	NULL
540094	RM00033	MS Plate 16 x 2300 x 12000 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	16.000000	2300.000000	12000.000000	NULL	NULL
540095	RM00034	MS Plate 16 x 2250 x 12000 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	16.000000	2250.000000	12000.000000	NULL	NULL
540096	RM00035	MS Plate 16 x 2300 x 12100 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	16.000000	2300.000000	12100.000000	NULL	NULL
540097	RM00036	MS Plate 16 x 2250 x 12100 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	16.000000	2250.000000	12100.000000	NULL	NULL
540098	RM00037	MS Plate 16 x 1600 x 12350 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	16.000000	1600.000000	12350.000000	NULL	NULL
540099	RM00038	MS Plate 16 x 1650 x 12400 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	16.000000	1650.000000	12400.000000	NULL	NULL
540100	RM00039	MS Plate 16 x 2000 x 12500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	16.000000	2000.000000	12500.000000	NULL	NULL
540101	RM00040	MS Plate 18 x 1600 x 8000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	18.000000	1600.000000	8000.000000	NULL	NULL
540102	RM00041	MS Plate 18 x 2000 x 9000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	18.000000	2000.000000	9000.000000	NULL	NULL
540103	RM00042	MS Plate 18 x 1600 x 9000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	18.000000	1600.000000	9000.000000	NULL	NULL
540104	RM00043	MS Plate 18 x 1500 x 9400 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	18.000000	1500.000000	9400.000000	NULL	NULL
540105	RM00044	MS Plate 18 x 2000 x 9400 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	18.000000	2000.000000	9400.000000	NULL	NULL
540106	RM00045	MS Plate 18 x 2000 x 10000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	18.000000	2000.000000	10000.000000	NULL	NULL
540107	RM00046	MS Plate 18 x 1700 x 10200 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	18.000000	1700.000000	10200.000000	NULL	NULL
540108	RM00047	MS Plate 18 x 2000 x 10200 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	18.000000	2000.000000	10200.000000	NULL	NULL
540109	RM00048	MS Plate 18 x 2050 x 10250 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	18.000000	2050.000000	10250.000000	NULL	NULL
540110	RM00049	MS Plate 18 x 1500 x 11500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	18.000000	1500.000000	11500.000000	NULL	NULL
540111	RM00050	MS Plate 18 x 2000 x 11500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	18.000000	2000.000000	11500.000000	NULL	NULL
540112	RM00051	MS Plate 18 x 2500 x 12000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	18.000000	2500.000000	12000.000000	NULL	NULL
540113	RM00052	MS Plate 18 x 2000 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	18.000000	2000.000000	12000.000000	NULL	NULL
540114	RM00053	MS Plate 20 x 2500 x 6200 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	2500.000000	6200.000000	NULL	NULL
540115	RM00054	MS Plate 20 x 2500 x 7000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	20.000000	2500.000000	7000.000000	NULL	NULL
540116	RM00055	MS Plate 20 x 2000 x 7600 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	2000.000000	7600.000000	NULL	NULL
540117	RM00056	MS Plate 20 x 2000 x 8000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	2000.000000	8000.000000	NULL	NULL
540118	RM00057	MS Plate 20 x 2000 x 8000 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	20.000000	2000.000000	8000.000000	NULL	NULL
540119	RM00058	MS Plate 20 x 2250 x 8850 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	2250.000000	8850.000000	NULL	NULL
540120	RM00059	MS Plate 20 x 2500 x 9000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	2500.000000	9000.000000	NULL	NULL
540121	RM00060	MS Plate 20 x 2000 x 9050 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	2000.000000	9050.000000	NULL	NULL
540122	RM00061	MS Plate 20 x 2500 x 10000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	2500.000000	10000.000000	NULL	NULL
540123	RM00062	MS Plate 20 x 2000 x 10000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	2000.000000	10000.000000	NULL	NULL
540124	RM00063	MS Plate 20 x 2000 x 11000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	2000.000000	11000.000000	NULL	NULL
540125	RM00064	MS Plate 20 x 2500 x 11000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	20.000000	2500.000000	11000.000000	NULL	NULL
540126	RM00065	MS Plate 20 x 2250 x 11500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	2250.000000	11500.000000	NULL	NULL
540127	RM00066	MS Plate 20 x 2000 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	2000.000000	12000.000000	NULL	NULL
540128	RM00067	MS Plate 20 x 2500 x 12000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	20.000000	2500.000000	12000.000000	NULL	NULL
540129	RM00068	MS Plate 20 x 2300 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	2300.000000	12000.000000	NULL	NULL
540130	RM00069	MS Plate 20 x 2500 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	2500.000000	12000.000000	NULL	NULL
540131	RM00070	MS Plate 20 x 1500 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	1500.000000	12000.000000	NULL	NULL
540132	RM00071	MS Plate 20 x 2000 x 12050 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	20.000000	2000.000000	12050.000000	NULL	NULL
540133	RM00072	MS Plate 20 x 2500 x 12500 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	20.000000	2500.000000	12500.000000	NULL	NULL
540134	RM00073	MS Plate 22 x 2500 x 8000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	22.000000	2500.000000	8000.000000	NULL	NULL
540135	RM00074	MS Plate 22 x 2300 x 8500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	22.000000	2300.000000	8500.000000	NULL	NULL
540136	RM00075	MS Plate 22 x 2300 x 12100 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	22.000000	2300.000000	12100.000000	NULL	NULL
540137	RM00076	MS Plate 25 x 2500 x 2000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	25.000000	2500.000000	2000.000000	NULL	NULL
540138	RM00077	MS Plate 25 x 2000 x 3000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	25.000000	2000.000000	3000.000000	NULL	NULL
540139	RM00078	MS Plate 25 x 2000 x 7000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	25.000000	2000.000000	7000.000000	NULL	NULL
540140	RM00079	MS Plate 25 x 2500 x 8000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	25.000000	2500.000000	8000.000000	NULL	NULL
540141	RM00080	MS Plate 25 x 2500 x 8150 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	25.000000	2500.000000	8150.000000	NULL	NULL
540142	RM00081	MS Plate 25 x 1850 x 9000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	25.000000	1850.000000	9000.000000	NULL	NULL
540143	RM00082	MS Plate 25 x 2500 x 10000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	25.000000	2500.000000	10000.000000	NULL	NULL
540144	RM00083	MS Plate 25 x 2200 x 10000 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	25.000000	2200.000000	10000.000000	NULL	NULL
540145	RM00084	MS Plate 25 x 2000 x 10500 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	25.000000	2000.000000	10500.000000	NULL	NULL
540146	RM00085	MS Plate 25 x 2200 x 10500 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	25.000000	2200.000000	10500.000000	NULL	NULL
540147	RM00086	MS Plate 25 x 1850 x 10500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	25.000000	1850.000000	10500.000000	NULL	NULL
540148	RM00087	MS Plate 25 x 2500 x 11500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	25.000000	2500.000000	11500.000000	NULL	NULL
540149	RM00088	MS Plate 25 x 2500 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	25.000000	2500.000000	12000.000000	NULL	NULL
540150	RM00089	MS Plate 25 x 2000 x 12000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	25.000000	2000.000000	12000.000000	NULL	NULL
540151	RM00090	MS Plate 25 x 1850 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	25.000000	1850.000000	12000.000000	NULL	NULL
540152	RM00091	MS Plate 25 x 2050 x 12050 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	25.000000	2050.000000	12050.000000	NULL	NULL
540153	RM00092	MS Plate 25 x 2300 x 12100 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	25.000000	2300.000000	12100.000000	NULL	NULL
540154	RM00093	MS Plate 25 x 2100 x 12100 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	25.000000	2100.000000	12100.000000	NULL	NULL
540155	RM00094	MS Plate 25 x 2000 x 12100 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	25.000000	2000.000000	12100.000000	NULL	NULL
540156	RM00095	MS Plate 25 x 2500 x 12600 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	25.000000	2500.000000	12600.000000	NULL	NULL
540157	RM00096	MS Plate 28 x 1650 x 9500 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	28.000000	1650.000000	9500.000000	NULL	NULL
540158	RM00097	MS Plate 28 x 2500 x 10000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	28.000000	2500.000000	10000.000000	NULL	NULL
540159	RM00098	MS Plate 28 x 2500 x 11000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	28.000000	2500.000000	11000.000000	NULL	NULL
540160	RM00099	MS Plate 28 x 2050 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	28.000000	2050.000000	12000.000000	NULL	NULL
540161	RM00100	MS Plate 30 x 2000 x 9000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	30.000000	2000.000000	9000.000000	NULL	NULL
540162	RM00101	MS Plate 30 x 2250 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	30.000000	2250.000000	12000.000000	NULL	NULL
540163	RM00102	MS Plate 30 x 2500 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	30.000000	2500.000000	12000.000000	NULL	NULL
540164	RM00103	MS Plate 32 x 2500 x 3000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	32.000000	2500.000000	3000.000000	NULL	NULL
540165	RM00104	MS Plate 32 x 2000 x 8000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	32.000000	2000.000000	8000.000000	NULL	NULL
540166	RM00105	MS Plate 32 x 1850 x 8000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	32.000000	1850.000000	8000.000000	NULL	NULL
540167	RM00106	MS Plate 32 x 2000 x 9000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	32.000000	2000.000000	9000.000000	NULL	NULL
540168	RM00107	MS Plate 32 x 2000 x 9600 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	32.000000	2000.000000	9600.000000	NULL	NULL
540169	RM00108	MS Plate 32 x 1850 x 9600 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	32.000000	1850.000000	9600.000000	NULL	NULL
540170	RM00109	MS Plate 32 x 2000 x 10500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	32.000000	2000.000000	10500.000000	NULL	NULL
540171	RM00110	MS Plate 32 x 1850 x 10500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	32.000000	1850.000000	10500.000000	NULL	NULL
540172	RM00111	MS Plate 32 x 2000 x 10800 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	32.000000	2000.000000	10800.000000	NULL	NULL
540173	RM00112	MS Plate 32 x 1850 x 10800 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	32.000000	1850.000000	10800.000000	NULL	NULL
540174	RM00113	MS Plate 32 x 2000 x 11000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	32.000000	2000.000000	11000.000000	NULL	NULL
540175	RM00114	MS Plate 32 x 1850 x 11000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	32.000000	1850.000000	11000.000000	NULL	NULL
540176	RM00115	MS Plate 32 x 2500 x 12500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	32.000000	2500.000000	12500.000000	NULL	NULL
540177	RM00116	MS Plate 32 x 2150 x 12500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	32.000000	2150.000000	12500.000000	NULL	NULL
540178	RM00117	MS Plate 36 x 2000 x 6000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	36.000000	2000.000000	6000.000000	NULL	NULL
540179	RM00118	MS Plate 36 x 1500 x 8000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	36.000000	1500.000000	8000.000000	NULL	NULL
540180	RM00119	MS Plate 36 x 2600 x 8000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	36.000000	2600.000000	8000.000000	NULL	NULL
540181	RM00120	MS Plate 36 x 2150 x 8700 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	36.000000	2150.000000	8700.000000	NULL	NULL
540182	RM00121	MS Plate 36 x 1500 x 8700 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	36.000000	1500.000000	8700.000000	NULL	NULL
540183	RM00122	MS Plate 36 x 1500 x 9000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	36.000000	1500.000000	9000.000000	NULL	NULL
540184	RM00123	MS Plate 36 x 2250 x 10000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	36.000000	2250.000000	10000.000000	NULL	NULL
540185	RM00124	MS Plate 36 x 1500 x 10000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	36.000000	1500.000000	10000.000000	NULL	NULL
540186	RM00125	MS Plate 36 x 2000 x 10000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	36.000000	2000.000000	10000.000000	NULL	NULL
540187	RM00126	MS Plate 36 x 2500 x 10000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	36.000000	2500.000000	10000.000000	NULL	NULL
540188	RM00127	MS Plate 36 x 2250 x 10250 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	36.000000	2250.000000	10250.000000	NULL	NULL
540189	RM00128	MS Plate 36 x 1500 x 10250 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	36.000000	1500.000000	10250.000000	NULL	NULL
540190	RM00129	MS Plate 36 x 1500 x 10300 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	36.000000	1500.000000	10300.000000	NULL	NULL
540191	RM00130	MS Plate 36 x 2200 x 10500 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	36.000000	2200.000000	10500.000000	NULL	NULL
540192	RM00131	MS Plate 36 x 2500 x 11000 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	36.000000	2500.000000	11000.000000	NULL	NULL
540193	RM00132	MS Plate 36 x 2200 x 11000 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	36.000000	2200.000000	11000.000000	NULL	NULL
540194	RM00133	MS Plate 36 x 2000 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	36.000000	2000.000000	12000.000000	NULL	NULL
540195	RM00134	MS Plate 36 x 2500 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	36.000000	2500.000000	12000.000000	NULL	NULL
540196	RM00135	MS Plate 36 x 2150 x 12000 E250 BO	rm	plat	MSE250BO	nos	plate	7850.000	NULL	MS	E250 BO	36.000000	2150.000000	12000.000000	NULL	NULL
540197	RM00136	MS Plate 36 x 2000 x 12100 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	36.000000	2000.000000	12100.000000	NULL	NULL
540198	RM00137	MS Plate 36 x 2200 x 12100 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	36.000000	2200.000000	12100.000000	NULL	NULL
540199	RM00138	MS Plate 36 x 2050 x 12350 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	36.000000	2050.000000	12350.000000	NULL	NULL
540200	RM00139	MS Plate 36 x 2150 x 12400 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	36.000000	2150.000000	12400.000000	NULL	NULL
540201	RM00140	MS Plate 36 x 2500 x 12400 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	36.000000	2500.000000	12400.000000	NULL	NULL
540202	RM00141	MS Plate 40 x 2550 x 7550 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	40.000000	2550.000000	7550.000000	NULL	NULL
540203	RM00142	MS Plate 40 x 2050 x 7550 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	40.000000	2050.000000	7550.000000	NULL	NULL
540204	RM00143	MS Plate 40 x 2550 x 9050 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	40.000000	2550.000000	9050.000000	NULL	NULL
540205	RM00144	MS Plate 40 x 2050 x 9050 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	40.000000	2050.000000	9050.000000	NULL	NULL
540206	RM00145	MS Plate 40 x 2200 x 10000 E350 BR	rm	plat	MSE350BR	nos	plate	7850.000	NULL	MS	E350 BR	40.000000	2200.000000	10000.000000	NULL	NULL
540207	RM00146	MS Plate 40 x 2500 x 10500 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	40.000000	2500.000000	10500.000000	NULL	NULL
540208	RM00147	MS Plate 40 x 2000 x 12000 E350 BO	rm	plat	MSE350BO	nos	plate	7850.000	NULL	MS	E350 BO	40.000000	2000.000000	12000.000000	NULL	NULL
